"","P-value","NA"
"16043",NA,"SKINTL has only one group in survdiff."
"16044",NA,"SKIV2L2 ZSWIM2-skip from contingencyTCGA()."
"16045",NA,"SKIV2L ZSWIM2-skip from contingencyTCGA()."
"16046",NA,"SKI ZSWIM2-skip from contingencyTCGA()."
"16047",NA,"SKP1 ZSWIM2-skip from contingencyTCGA()."
"16048",NA,"SKP2 ZSWIM2-skip from contingencyTCGA()."
"16049",NA,"SLA2 ZSWIM2-skip from contingencyTCGA()."
"16050",NA,"SLAIN1 ZSWIM2-skip from contingencyTCGA()."
"16051",NA,"SLAIN2 ZSWIM2-skip from contingencyTCGA()."
"16052",NA,"SLAMF1 ZSWIM2-skip from contingencyTCGA()."
"16053",NA,"SLAMF6 ZSWIM2-skip from contingencyTCGA()."
"16054",NA,"SLAMF7 ZSWIM2-skip from contingencyTCGA()."
"16055",NA,"SLAMF8 ZSWIM2-skip from contingencyTCGA()."
"16056",NA,"SLAMF9 ZSWIM2-skip from contingencyTCGA()."
"16057",NA,"SLA ZSWIM2-skip from contingencyTCGA()."
"16058",NA,"SLBP ZSWIM2-skip from contingencyTCGA()."
"16059",NA,"SLC10A1 has only one group in survdiff."
"16060",NA,"SLC10A2 has only one group in survdiff."
"16061",NA,"SLC10A3 ZSWIM2-skip from contingencyTCGA()."
"16062",NA,"SLC10A4 ZSWIM2-skip from contingencyTCGA()."
"16063",NA,"SLC10A5 ZSWIM2-skip from contingencyTCGA()."
"16064",NA,"SLC10A6 ZSWIM2-skip from contingencyTCGA()."
"16065",NA,"SLC10A7 ZSWIM2-skip from contingencyTCGA()."
"16066",NA,"SLC11A1 ZSWIM2-skip from contingencyTCGA()."
"16067",NA,"SLC11A2 ZSWIM2-skip from contingencyTCGA()."
"16068",NA,"SLC12A1 has only one group in survdiff."
"16069",NA,"SLC12A2 ZSWIM2-skip from contingencyTCGA()."
"16070",NA,"SLC12A3 ZSWIM2-skip from contingencyTCGA()."
"16071",NA,"SLC12A4 ZSWIM2-skip from contingencyTCGA()."
"16072",NA,"SLC12A5 ZSWIM2-skip from contingencyTCGA()."
"16073",NA,"SLC12A6 ZSWIM2-skip from contingencyTCGA()."
"16074",NA,"SLC12A7 ZSWIM2-skip from contingencyTCGA()."
"16075",NA,"SLC12A8 ZSWIM2-skip from contingencyTCGA()."
"16076",NA,"SLC12A9 ZSWIM2-skip from contingencyTCGA()."
"16077",NA,"SLC13A1 has only one group in survdiff."
"16078",NA,"SLC13A2 has only one group in survdiff."
"16079",NA,"SLC13A3 ZSWIM2-skip from contingencyTCGA()."
"16080",NA,"SLC13A4 ZSWIM2-skip from contingencyTCGA()."
"16081",NA,"SLC13A5 ZSWIM2-skip from contingencyTCGA()."
"16082",NA,"SLC14A1 ZSWIM2-skip from contingencyTCGA()."
"16083",NA,"SLC14A2 ZSWIM2-skip from contingencyTCGA()."
"16084",NA,"SLC15A1 ZSWIM2-skip from contingencyTCGA()."
"16085",NA,"SLC15A2 ZSWIM2-skip from contingencyTCGA()."
"16086",NA,"SLC15A3 ZSWIM2-skip from contingencyTCGA()."
"16087",NA,"SLC15A4 ZSWIM2-skip from contingencyTCGA()."
"16088",NA,"SLC16A10 ZSWIM2-skip from contingencyTCGA()."
"16089",NA,"SLC16A11 ZSWIM2-skip from contingencyTCGA()."
"16090",NA,"SLC16A12 ZSWIM2-skip from contingencyTCGA()."
"16091",NA,"SLC16A13 ZSWIM2-skip from contingencyTCGA()."
"16092",NA,"SLC16A14 ZSWIM2-skip from contingencyTCGA()."
"16093",NA,"SLC16A1 ZSWIM2-skip from contingencyTCGA()."
"16094",NA,"SLC16A2 ZSWIM2-skip from contingencyTCGA()."
"16095",NA,"SLC16A3 ZSWIM2-skip from contingencyTCGA()."
"16096",NA,"SLC16A4 ZSWIM2-skip from contingencyTCGA()."
"16097",NA,"SLC16A5 ZSWIM2-skip from contingencyTCGA()."
"16098",NA,"SLC16A6 ZSWIM2-skip from contingencyTCGA()."
"16099",NA,"SLC16A7 ZSWIM2-skip from contingencyTCGA()."
"16100",NA,"SLC16A8 ZSWIM2-skip from contingencyTCGA()."
"16101",NA,"SLC16A9 ZSWIM2-skip from contingencyTCGA()."
"16102",NA,"SLC17A1 has only one group in survdiff."
"16103",NA,"SLC17A2 has only one group in survdiff."
"16104",NA,"SLC17A3 has only one group in survdiff."
"16105",NA,"SLC17A4 has only one group in survdiff."
"16106",NA,"SLC17A5 ZSWIM2-skip from contingencyTCGA()."
"16107",NA,"SLC17A6 has only one group in survdiff."
"16108",NA,"SLC17A7 ZSWIM2-skip from contingencyTCGA()."
"16109",NA,"SLC17A8 has only one group in survdiff."
"16110",NA,"SLC17A9 ZSWIM2-skip from contingencyTCGA()."
"16111",NA,"SLC18A1 has only one group in survdiff."
"16112",NA,"SLC18A2 ZSWIM2-skip from contingencyTCGA()."
"16113",NA,"SLC18A3 has only one group in survdiff."
"16114",NA,"SLC19A1 ZSWIM2-skip from contingencyTCGA()."
"16115",NA,"SLC19A2 ZSWIM2-skip from contingencyTCGA()."
"16116",NA,"SLC19A3 ZSWIM2-skip from contingencyTCGA()."
"16117",NA,"SLC1A1 ZSWIM2-skip from contingencyTCGA()."
"16118",NA,"SLC1A2 ZSWIM2-skip from contingencyTCGA()."
"16119",NA,"SLC1A3 ZSWIM2-skip from contingencyTCGA()."
"16120",NA,"SLC1A4 ZSWIM2-skip from contingencyTCGA()."
"16121",NA,"SLC1A5 ZSWIM2-skip from contingencyTCGA()."
"16122",NA,"SLC1A6 has only one group in survdiff."
"16123",NA,"SLC1A7 ZSWIM2-skip from contingencyTCGA()."
"16124",NA,"SLC20A1 ZSWIM2-skip from contingencyTCGA()."
"16125",NA,"SLC20A2 ZSWIM2-skip from contingencyTCGA()."
"16126",NA,"SLC22A10 has only one group in survdiff."
"16127",NA,"SLC22A11 ZSWIM2-skip from contingencyTCGA()."
"16128",NA,"SLC22A12 has only one group in survdiff."
"16129",NA,"SLC22A13 ZSWIM2-skip from contingencyTCGA()."
"16130",NA,"SLC22A14 ZSWIM2-skip from contingencyTCGA()."
"16131",NA,"SLC22A15 ZSWIM2-skip from contingencyTCGA()."
"16132",NA,"SLC22A16 ZSWIM2-skip from contingencyTCGA()."
"16133",NA,"SLC22A17 ZSWIM2-skip from contingencyTCGA()."
"16134",NA,"SLC22A18AS ZSWIM2-skip from contingencyTCGA()."
"16135",NA,"SLC22A18 ZSWIM2-skip from contingencyTCGA()."
"16136",NA,"SLC22A1 ZSWIM2-skip from contingencyTCGA()."
"16137",NA,"SLC22A20 ZSWIM2-skip from contingencyTCGA()."
"16138",NA,"SLC22A23 ZSWIM2-skip from contingencyTCGA()."
"16139",NA,"SLC22A24 has only one group in survdiff."
"16140",NA,"SLC22A25 has only one group in survdiff."
"16141",NA,"SLC22A2 has only one group in survdiff."
"16142",NA,"SLC22A3 ZSWIM2-skip from contingencyTCGA()."
"16143",NA,"SLC22A4 ZSWIM2-skip from contingencyTCGA()."
"16144",NA,"SLC22A5 ZSWIM2-skip from contingencyTCGA()."
"16145",NA,"SLC22A6 has only one group in survdiff."
"16146",NA,"SLC22A7 has only one group in survdiff."
"16147",NA,"SLC22A8 has only one group in survdiff."
"16148",NA,"SLC22A9 has only one group in survdiff."
"16149",NA,"SLC23A1 ZSWIM2-skip from contingencyTCGA()."
"16150",NA,"SLC23A2 ZSWIM2-skip from contingencyTCGA()."
"16151",NA,"SLC23A3 ZSWIM2-skip from contingencyTCGA()."
"16152",NA,"SLC24A1 ZSWIM2-skip from contingencyTCGA()."
"16153",NA,"SLC24A2 ZSWIM2-skip from contingencyTCGA()."
"16154",NA,"SLC24A3 ZSWIM2-skip from contingencyTCGA()."
"16155",NA,"SLC24A4 ZSWIM2-skip from contingencyTCGA()."
"16156",NA,"SLC24A5 ZSWIM2-skip from contingencyTCGA()."
"16157",NA,"SLC24A6 ZSWIM2-skip from contingencyTCGA()."
"16158",NA,"SLC25A10 ZSWIM2-skip from contingencyTCGA()."
"16159",NA,"SLC25A11 ZSWIM2-skip from contingencyTCGA()."
"16160",NA,"SLC25A12 ZSWIM2-skip from contingencyTCGA()."
"16161",NA,"SLC25A13 ZSWIM2-skip from contingencyTCGA()."
"16162",NA,"SLC25A14 ZSWIM2-skip from contingencyTCGA()."
"16163",NA,"SLC25A15 ZSWIM2-skip from contingencyTCGA()."
"16164",NA,"SLC25A16 ZSWIM2-skip from contingencyTCGA()."
"16165",NA,"SLC25A17 ZSWIM2-skip from contingencyTCGA()."
"16166",NA,"SLC25A18 ZSWIM2-skip from contingencyTCGA()."
"16167",NA,"SLC25A19 ZSWIM2-skip from contingencyTCGA()."
"16168",NA,"SLC25A1 ZSWIM2-skip from contingencyTCGA()."
"16169",NA,"SLC25A20 ZSWIM2-skip from contingencyTCGA()."
"16170",NA,"SLC25A21 ZSWIM2-skip from contingencyTCGA()."
"16171",NA,"SLC25A22 ZSWIM2-skip from contingencyTCGA()."
"16172",NA,"SLC25A23 ZSWIM2-skip from contingencyTCGA()."
"16173",NA,"SLC25A24 ZSWIM2-skip from contingencyTCGA()."
"16174",NA,"SLC25A25 ZSWIM2-skip from contingencyTCGA()."
"16175",NA,"SLC25A26 ZSWIM2-skip from contingencyTCGA()."
"16176",NA,"SLC25A27 ZSWIM2-skip from contingencyTCGA()."
"16177",NA,"SLC25A28 ZSWIM2-skip from contingencyTCGA()."
"16178",NA,"SLC25A29 ZSWIM2-skip from contingencyTCGA()."
"16179",NA,"SLC25A2 has only one group in survdiff."
"16180",NA,"SLC25A30 ZSWIM2-skip from contingencyTCGA()."
"16181",NA,"SLC25A31 has only one group in survdiff."
"16182",NA,"SLC25A32 ZSWIM2-skip from contingencyTCGA()."
"16183",NA,"SLC25A33 ZSWIM2-skip from contingencyTCGA()."
"16184",NA,"SLC25A34 ZSWIM2-skip from contingencyTCGA()."
"16185",NA,"SLC25A35 ZSWIM2-skip from contingencyTCGA()."
"16186",NA,"SLC25A36 ZSWIM2-skip from contingencyTCGA()."
"16187",NA,"SLC25A37 ZSWIM2-skip from contingencyTCGA()."
"16188",NA,"SLC25A38 ZSWIM2-skip from contingencyTCGA()."
"16189",NA,"SLC25A39 ZSWIM2-skip from contingencyTCGA()."
"16190",NA,"SLC25A3 ZSWIM2-skip from contingencyTCGA()."
"16191",NA,"SLC25A40 ZSWIM2-skip from contingencyTCGA()."
"16192",NA,"SLC25A41 ZSWIM2-skip from contingencyTCGA()."
"16193",NA,"SLC25A42 ZSWIM2-skip from contingencyTCGA()."
"16194",NA,"SLC25A43 ZSWIM2-skip from contingencyTCGA()."
"16195",NA,"SLC25A44 ZSWIM2-skip from contingencyTCGA()."
"16196",NA,"SLC25A45 ZSWIM2-skip from contingencyTCGA()."
"16197",NA,"SLC25A46 ZSWIM2-skip from contingencyTCGA()."
"16198",NA,"SLC25A4 ZSWIM2-skip from contingencyTCGA()."
"16199",NA,"SLC25A5 ZSWIM2-skip from contingencyTCGA()."
"16200",NA,"SLC25A6 ZSWIM2-skip from contingencyTCGA()."
"16201",NA,"SLC26A10 ZSWIM2-skip from contingencyTCGA()."
"16202",NA,"SLC26A11 ZSWIM2-skip from contingencyTCGA()."
"16203",NA,"SLC26A1 ZSWIM2-skip from contingencyTCGA()."
"16204",NA,"SLC26A2 ZSWIM2-skip from contingencyTCGA()."
"16205",NA,"SLC26A3 has only one group in survdiff."
"16206",NA,"SLC26A4 ZSWIM2-skip from contingencyTCGA()."
"16207",NA,"SLC26A5 has only one group in survdiff."
"16208",NA,"SLC26A6 ZSWIM2-skip from contingencyTCGA()."
"16209",NA,"SLC26A7 ZSWIM2-skip from contingencyTCGA()."
"16210",NA,"SLC26A8 ZSWIM2-skip from contingencyTCGA()."
"16211",NA,"SLC26A9 ZSWIM2-skip from contingencyTCGA()."
"16212",NA,"SLC27A1 ZSWIM2-skip from contingencyTCGA()."
"16213",NA,"SLC27A2 ZSWIM2-skip from contingencyTCGA()."
"16214",NA,"SLC27A3 ZSWIM2-skip from contingencyTCGA()."
"16215",NA,"SLC27A4 ZSWIM2-skip from contingencyTCGA()."
"16216",NA,"SLC27A5 ZSWIM2-skip from contingencyTCGA()."
"16217",NA,"SLC27A6 ZSWIM2-skip from contingencyTCGA()."
"16218",NA,"SLC28A1 has only one group in survdiff."
"16219",NA,"SLC28A2 has only one group in survdiff."
"16220",NA,"SLC28A3 ZSWIM2-skip from contingencyTCGA()."
"16221",NA,"SLC29A1 ZSWIM2-skip from contingencyTCGA()."
"16222",NA,"SLC29A2 ZSWIM2-skip from contingencyTCGA()."
"16223",NA,"SLC29A3 ZSWIM2-skip from contingencyTCGA()."
"16224",NA,"SLC29A4 ZSWIM2-skip from contingencyTCGA()."
"16225",NA,"SLC2A10 ZSWIM2-skip from contingencyTCGA()."
"16226",NA,"SLC2A11 ZSWIM2-skip from contingencyTCGA()."
"16227",NA,"SLC2A12 ZSWIM2-skip from contingencyTCGA()."
"16228",NA,"SLC2A13 ZSWIM2-skip from contingencyTCGA()."
"16229",NA,"SLC2A14 ZSWIM2-skip from contingencyTCGA()."
"16230",NA,"SLC2A1 ZSWIM2-skip from contingencyTCGA()."
"16231",NA,"SLC2A2 has only one group in survdiff."
"16232",NA,"SLC2A3 ZSWIM2-skip from contingencyTCGA()."
"16233",NA,"SLC2A4RG ZSWIM2-skip from contingencyTCGA()."
"16234",NA,"SLC2A4 ZSWIM2-skip from contingencyTCGA()."
"16235",NA,"SLC2A5 ZSWIM2-skip from contingencyTCGA()."
"16236",NA,"SLC2A6 ZSWIM2-skip from contingencyTCGA()."
"16237",NA,"SLC2A7 has only one group in survdiff."
"16238",NA,"SLC2A8 ZSWIM2-skip from contingencyTCGA()."
"16239",NA,"SLC2A9 ZSWIM2-skip from contingencyTCGA()."
"16240",NA,"SLC30A10 has only one group in survdiff."
"16241",NA,"SLC30A1 ZSWIM2-skip from contingencyTCGA()."
"16242",NA,"SLC30A2 ZSWIM2-skip from contingencyTCGA()."
"16243",NA,"SLC30A3 ZSWIM2-skip from contingencyTCGA()."
"16244",NA,"SLC30A4 ZSWIM2-skip from contingencyTCGA()."
"16245",NA,"SLC30A5 ZSWIM2-skip from contingencyTCGA()."
"16246",NA,"SLC30A6 ZSWIM2-skip from contingencyTCGA()."
"16247",NA,"SLC30A7 ZSWIM2-skip from contingencyTCGA()."
"16248",NA,"SLC30A8 has only one group in survdiff."
"16249",NA,"SLC30A9 ZSWIM2-skip from contingencyTCGA()."
"16250",NA,"SLC31A1 ZSWIM2-skip from contingencyTCGA()."
"16251",NA,"SLC31A2 ZSWIM2-skip from contingencyTCGA()."
"16252",NA,"SLC32A1 has only one group in survdiff."
"16253",NA,"SLC33A1 ZSWIM2-skip from contingencyTCGA()."
"16254",NA,"SLC34A1 ZSWIM2-skip from contingencyTCGA()."
"16255",NA,"SLC34A2 ZSWIM2-skip from contingencyTCGA()."
"16256",NA,"SLC34A3 ZSWIM2-skip from contingencyTCGA()."
"16257",NA,"SLC35A1 ZSWIM2-skip from contingencyTCGA()."
"16258",NA,"SLC35A2 ZSWIM2-skip from contingencyTCGA()."
"16259",NA,"SLC35A3 ZSWIM2-skip from contingencyTCGA()."
"16260",NA,"SLC35A4 ZSWIM2-skip from contingencyTCGA()."
"16261",NA,"SLC35A5 ZSWIM2-skip from contingencyTCGA()."
"16262",NA,"SLC35B1 ZSWIM2-skip from contingencyTCGA()."
"16263",NA,"SLC35B2 ZSWIM2-skip from contingencyTCGA()."
"16264",NA,"SLC35B3 ZSWIM2-skip from contingencyTCGA()."
"16265",NA,"SLC35B4 ZSWIM2-skip from contingencyTCGA()."
"16266",NA,"SLC35C1 ZSWIM2-skip from contingencyTCGA()."
"16267",NA,"SLC35C2 ZSWIM2-skip from contingencyTCGA()."
"16268",NA,"SLC35D1 ZSWIM2-skip from contingencyTCGA()."
"16269",NA,"SLC35D2 ZSWIM2-skip from contingencyTCGA()."
"16270",NA,"SLC35D3 has only one group in survdiff."
"16271",NA,"SLC35E1 ZSWIM2-skip from contingencyTCGA()."
"16272",NA,"SLC35E2A ZSWIM2-skip from contingencyTCGA()."
"16273",NA,"SLC35E2B ZSWIM2-skip from contingencyTCGA()."
"16274",NA,"SLC35E3 ZSWIM2-skip from contingencyTCGA()."
"16275",NA,"SLC35E4 ZSWIM2-skip from contingencyTCGA()."
"16276",NA,"SLC35F1 ZSWIM2-skip from contingencyTCGA()."
"16277",NA,"SLC35F2 ZSWIM2-skip from contingencyTCGA()."
"16278",NA,"SLC35F3 ZSWIM2-skip from contingencyTCGA()."
"16279",NA,"SLC35F4 has only one group in survdiff."
"16280",NA,"SLC35F5 ZSWIM2-skip from contingencyTCGA()."
"16281",NA,"SLC36A1 ZSWIM2-skip from contingencyTCGA()."
"16282",NA,"SLC36A2 has only one group in survdiff."
"16283",NA,"SLC36A3 has only one group in survdiff."
"16284",NA,"SLC36A4 ZSWIM2-skip from contingencyTCGA()."
"16285",NA,"SLC37A1 ZSWIM2-skip from contingencyTCGA()."
"16286",NA,"SLC37A2 ZSWIM2-skip from contingencyTCGA()."
"16287",NA,"SLC37A3 ZSWIM2-skip from contingencyTCGA()."
"16288",NA,"SLC37A4 ZSWIM2-skip from contingencyTCGA()."
"16289",NA,"SLC38A10 ZSWIM2-skip from contingencyTCGA()."
"16290",NA,"SLC38A11 ZSWIM2-skip from contingencyTCGA()."
"16291",NA,"SLC38A1 ZSWIM2-skip from contingencyTCGA()."
"16292",NA,"SLC38A2 ZSWIM2-skip from contingencyTCGA()."
"16293",NA,"SLC38A3 ZSWIM2-skip from contingencyTCGA()."
"16294",NA,"SLC38A4 ZSWIM2-skip from contingencyTCGA()."
"16295",NA,"SLC38A5 ZSWIM2-skip from contingencyTCGA()."
"16296",NA,"SLC38A6 ZSWIM2-skip from contingencyTCGA()."
"16297",NA,"SLC38A7 ZSWIM2-skip from contingencyTCGA()."
"16298",NA,"SLC38A8 has only one group in survdiff."
"16299",NA,"SLC38A9 ZSWIM2-skip from contingencyTCGA()."
"16300",NA,"SLC39A10 ZSWIM2-skip from contingencyTCGA()."
"16301",NA,"SLC39A11 ZSWIM2-skip from contingencyTCGA()."
"16302",NA,"SLC39A12 has only one group in survdiff."
"16303",NA,"SLC39A13 ZSWIM2-skip from contingencyTCGA()."
"16304",NA,"SLC39A14 ZSWIM2-skip from contingencyTCGA()."
"16305",NA,"SLC39A1 ZSWIM2-skip from contingencyTCGA()."
"16306",NA,"SLC39A2 ZSWIM2-skip from contingencyTCGA()."
"16307",NA,"SLC39A3 ZSWIM2-skip from contingencyTCGA()."
"16308",NA,"SLC39A4 ZSWIM2-skip from contingencyTCGA()."
"16309",NA,"SLC39A5 has only one group in survdiff."
"16310",NA,"SLC39A6 ZSWIM2-skip from contingencyTCGA()."
"16311",NA,"SLC39A7 ZSWIM2-skip from contingencyTCGA()."
"16312",NA,"SLC39A8 ZSWIM2-skip from contingencyTCGA()."
"16313",NA,"SLC39A9 ZSWIM2-skip from contingencyTCGA()."
"16314",NA,"SLC3A1 ZSWIM2-skip from contingencyTCGA()."
"16315",NA,"SLC3A2 ZSWIM2-skip from contingencyTCGA()."
"16316",NA,"SLC40A1 ZSWIM2-skip from contingencyTCGA()."
"16317",NA,"SLC41A1 ZSWIM2-skip from contingencyTCGA()."
"16318",NA,"SLC41A2 ZSWIM2-skip from contingencyTCGA()."
"16319",NA,"SLC41A3 ZSWIM2-skip from contingencyTCGA()."
"16320",NA,"SLC43A1 ZSWIM2-skip from contingencyTCGA()."
"16321",NA,"SLC43A2 ZSWIM2-skip from contingencyTCGA()."
"16322",NA,"SLC43A3 ZSWIM2-skip from contingencyTCGA()."
"16323",NA,"SLC44A1 ZSWIM2-skip from contingencyTCGA()."
"16324",NA,"SLC44A2 ZSWIM2-skip from contingencyTCGA()."
"16325",NA,"SLC44A3 ZSWIM2-skip from contingencyTCGA()."
"16326",NA,"SLC44A4 ZSWIM2-skip from contingencyTCGA()."
"16327",NA,"SLC44A5 ZSWIM2-skip from contingencyTCGA()."
"16328",NA,"SLC45A1 ZSWIM2-skip from contingencyTCGA()."
"16329",NA,"SLC45A2 has only one group in survdiff."
"16330",NA,"SLC45A3 ZSWIM2-skip from contingencyTCGA()."
"16331",NA,"SLC45A4 ZSWIM2-skip from contingencyTCGA()."
"16332",NA,"SLC46A1 ZSWIM2-skip from contingencyTCGA()."
"16333",NA,"SLC46A2 ZSWIM2-skip from contingencyTCGA()."
"16334",NA,"SLC46A3 ZSWIM2-skip from contingencyTCGA()."
"16335",NA,"SLC47A1 ZSWIM2-skip from contingencyTCGA()."
"16336",NA,"SLC47A2 ZSWIM2-skip from contingencyTCGA()."
"16337",NA,"SLC48A1 ZSWIM2-skip from contingencyTCGA()."
"16338",NA,"SLC4A10 has only one group in survdiff."
"16339",NA,"SLC4A11 ZSWIM2-skip from contingencyTCGA()."
"16340",NA,"SLC4A1AP ZSWIM2-skip from contingencyTCGA()."
"16341",NA,"SLC4A1 has only one group in survdiff."
"16342",NA,"SLC4A2 ZSWIM2-skip from contingencyTCGA()."
"16343",NA,"SLC4A3 ZSWIM2-skip from contingencyTCGA()."
"16344",NA,"SLC4A4 ZSWIM2-skip from contingencyTCGA()."
"16345",NA,"SLC4A5 ZSWIM2-skip from contingencyTCGA()."
"16346",NA,"SLC4A7 ZSWIM2-skip from contingencyTCGA()."
"16347",NA,"SLC4A8 ZSWIM2-skip from contingencyTCGA()."
"16348",NA,"SLC4A9 ZSWIM2-skip from contingencyTCGA()."
"16349",NA,"SLC5A10 ZSWIM2-skip from contingencyTCGA()."
"16350",NA,"SLC5A11 ZSWIM2-skip from contingencyTCGA()."
"16351",NA,"SLC5A12 ZSWIM2-skip from contingencyTCGA()."
"16352",NA,"SLC5A1 ZSWIM2-skip from contingencyTCGA()."
"16353",NA,"SLC5A2 has only one group in survdiff."
"16354",NA,"SLC5A3 ZSWIM2-skip from contingencyTCGA()."
"16355",NA,"SLC5A4 ZSWIM2-skip from contingencyTCGA()."
"16356",NA,"SLC5A5 ZSWIM2-skip from contingencyTCGA()."
"16357",NA,"SLC5A6 ZSWIM2-skip from contingencyTCGA()."
"16358",NA,"SLC5A7 has only one group in survdiff."
"16359",NA,"SLC5A8 has only one group in survdiff."
"16360",NA,"SLC5A9 ZSWIM2-skip from contingencyTCGA()."
"16361",NA,"SLC6A10P ZSWIM2-skip from contingencyTCGA()."
"16362",NA,"SLC6A11 ZSWIM2-skip from contingencyTCGA()."
"16363",NA,"SLC6A12 ZSWIM2-skip from contingencyTCGA()."
"16364",NA,"SLC6A13 ZSWIM2-skip from contingencyTCGA()."
"16365",NA,"SLC6A14 ZSWIM2-skip from contingencyTCGA()."
"16366",NA,"SLC6A15 ZSWIM2-skip from contingencyTCGA()."
"16367",NA,"SLC6A16 ZSWIM2-skip from contingencyTCGA()."
"16368",NA,"SLC6A17 ZSWIM2-skip from contingencyTCGA()."
"16369",NA,"SLC6A18 has only one group in survdiff."
"16370",NA,"SLC6A19 has only one group in survdiff."
"16371",NA,"SLC6A1 ZSWIM2-skip from contingencyTCGA()."
"16372",NA,"SLC6A20 ZSWIM2-skip from contingencyTCGA()."
"16373",NA,"SLC6A2 ZSWIM2-skip from contingencyTCGA()."
"16374",NA,"SLC6A3 ZSWIM2-skip from contingencyTCGA()."
"16375",NA,"SLC6A4 ZSWIM2-skip from contingencyTCGA()."
"16376",NA,"SLC6A5 has only one group in survdiff."
"16377",NA,"SLC6A6 ZSWIM2-skip from contingencyTCGA()."
"16378",NA,"SLC6A7 ZSWIM2-skip from contingencyTCGA()."
"16379",NA,"SLC6A8 ZSWIM2-skip from contingencyTCGA()."
"16380",NA,"SLC6A9 ZSWIM2-skip from contingencyTCGA()."
"16381",NA,"SLC7A10 has only one group in survdiff."
"16382",NA,"SLC7A11 ZSWIM2-skip from contingencyTCGA()."
"16383",NA,"SLC7A13 has only one group in survdiff."
"16384",NA,"SLC7A14 has only one group in survdiff."
"16385",NA,"SLC7A1 ZSWIM2-skip from contingencyTCGA()."
"16386",NA,"SLC7A2 ZSWIM2-skip from contingencyTCGA()."
"16387",NA,"SLC7A3 has only one group in survdiff."
"16388",NA,"SLC7A4 ZSWIM2-skip from contingencyTCGA()."
"16389",NA,"SLC7A5P1 ZSWIM2-skip from contingencyTCGA()."
"16390",NA,"SLC7A5P2 ZSWIM2-skip from contingencyTCGA()."
"16391",NA,"SLC7A5 ZSWIM2-skip from contingencyTCGA()."
"16392",NA,"SLC7A6OS ZSWIM2-skip from contingencyTCGA()."
"16393",NA,"SLC7A6 ZSWIM2-skip from contingencyTCGA()."
"16394",NA,"SLC7A7 ZSWIM2-skip from contingencyTCGA()."
"16395",NA,"SLC7A8 ZSWIM2-skip from contingencyTCGA()."
"16396",NA,"SLC7A9 ZSWIM2-skip from contingencyTCGA()."
"16397",NA,"SLC8A1 ZSWIM2-skip from contingencyTCGA()."
"16398",NA,"SLC8A2 ZSWIM2-skip from contingencyTCGA()."
"16399",NA,"SLC8A3 ZSWIM2-skip from contingencyTCGA()."
"16400",NA,"SLC9A10 has only one group in survdiff."
"16401",NA,"SLC9A11 has only one group in survdiff."
"16402",NA,"SLC9A1 ZSWIM2-skip from contingencyTCGA()."
"16403",NA,"SLC9A2 ZSWIM2-skip from contingencyTCGA()."
"16404",NA,"SLC9A3R1 ZSWIM2-skip from contingencyTCGA()."
"16405",NA,"SLC9A3R2 ZSWIM2-skip from contingencyTCGA()."
"16406",NA,"SLC9A3 ZSWIM2-skip from contingencyTCGA()."
"16407",NA,"SLC9A4 ZSWIM2-skip from contingencyTCGA()."
"16408",NA,"SLC9A5 ZSWIM2-skip from contingencyTCGA()."
"16409",NA,"SLC9A6 ZSWIM2-skip from contingencyTCGA()."
"16410",NA,"SLC9A7 ZSWIM2-skip from contingencyTCGA()."
"16411",NA,"SLC9A8 ZSWIM2-skip from contingencyTCGA()."
"16412",NA,"SLC9A9 ZSWIM2-skip from contingencyTCGA()."
"16413",NA,"SLCO1A2 ZSWIM2-skip from contingencyTCGA()."
"16414",NA,"SLCO1B1 has only one group in survdiff."
"16415",NA,"SLCO1B3 ZSWIM2-skip from contingencyTCGA()."
"16416",NA,"SLCO1C1 ZSWIM2-skip from contingencyTCGA()."
"16417",NA,"SLCO2A1 ZSWIM2-skip from contingencyTCGA()."
"16418",NA,"SLCO2B1 ZSWIM2-skip from contingencyTCGA()."
"16419",NA,"SLCO3A1 ZSWIM2-skip from contingencyTCGA()."
"16420",NA,"SLCO4A1 ZSWIM2-skip from contingencyTCGA()."
"16421",NA,"SLCO4C1 ZSWIM2-skip from contingencyTCGA()."
"16422",NA,"SLCO5A1 ZSWIM2-skip from contingencyTCGA()."
"16423",NA,"SLCO6A1 ZSWIM2-skip from contingencyTCGA()."
"16424",NA,"SLED1 ZSWIM2-skip from contingencyTCGA()."
"16425",NA,"SLFN11 ZSWIM2-skip from contingencyTCGA()."
"16426",NA,"SLFN12L ZSWIM2-skip from contingencyTCGA()."
"16427",NA,"SLFN12 ZSWIM2-skip from contingencyTCGA()."
"16428",NA,"SLFN13 ZSWIM2-skip from contingencyTCGA()."
"16429",NA,"SLFN14 has only one group in survdiff."
"16430",NA,"SLFN5 ZSWIM2-skip from contingencyTCGA()."
"16431",NA,"SLFNL1 ZSWIM2-skip from contingencyTCGA()."
"16432",NA,"SLIT1 ZSWIM2-skip from contingencyTCGA()."
"16433",NA,"SLIT2 ZSWIM2-skip from contingencyTCGA()."
"16434",NA,"SLIT3 ZSWIM2-skip from contingencyTCGA()."
"16435",NA,"SLITRK1 has only one group in survdiff."
"16436",NA,"SLITRK2 ZSWIM2-skip from contingencyTCGA()."
"16437",NA,"SLITRK3 has only one group in survdiff."
"16438",NA,"SLITRK4 ZSWIM2-skip from contingencyTCGA()."
